Bài kiểm tra IQ đầu tiên do ai phát triển?	Cặp đôi tỷ phú Ấn Độ lộng lẫy cùng các khách mời đại gia vào đêm tiệc " Pink Party " đầu tiên ở Phú Quốc	false
Tên thật của chúa Sãi là gì ?	Nguyễn Phúc Nguyên ( Chúa Sãi , 1613-1635 ) Nguyễn Hoàng sắp mất , gọi con thứ 6 là Nguyễn Phúc Nguyên vào dặn dò : Đất Thuận - Quảng này phía bắc thì có núi Hoành Sơn , sông Linh Giang , phía nam thì có núi Hải Vân và núi Bi Sơn thật là nơi trời để cho người anh hùng dụng võ . Vậy con phải thương yêu nhân dân , luyện tập binh sĩ mới gây dựng cơ nghiệp muôn đời . Nguyễn Phúc Nguyên khóc và bái tạ lãnh mạng .	true
Tên thật của chúa Sãi là gì ?	Thật là hoàn toàn trái ngược với vua Trung Hoa , ông này sợ tất cả , đóng cửa không cho người ngoại quốc vào và không cho phép buôn bán trong nước ông ” . Cần nhớ là câu chuyện mà Borri kể diễn ra hơn 100 năm trước khi ông tổ của học thuyết kinh tế thị trường Adam Smith ra đời ( 1723 ) và 155 năm trước khi cuốn The Wealth of Nations ( Của cải của các quốc gia ) của Adam Smith được xuất bản ở phương Tây với luận điểm “ bàn tay vô hình ” nổi tiếng . Có thể nói tư tưởng tự do kinh doanh , tự do thương mại ( laissez-faire ) hàm chứa trong thiết chế Nhà nước ở Việt Nam bắt đầu từ Chúa Sãi , từ đó tạo thành truyền thống hàng trăm năm .	false
Tên thật của chúa Sãi là gì ?	Công chúa Ngọc Vạn , tên thật là Nguyễn Phúc Ngọc Vạn , hiện vẫn không rõ năm sinh , năm mất . Các nhà sử học phán đoán , có thể nàng sinh khoảng năm 1605 và mất sau năm 1658 .	false
Tên thật của chúa Sãi là gì ?	Ngay từ khi còn nhỏ ông đã tỏ ra là bậc thông minh , tài trí hơn người , và chữ “ Phúc ” trong tên của ông có ẩn chứa mong muốn của mẫu thân , rằng ông sẽ tạo phúc cho muôn dân . Trước khi Nguyễn Hoàng qua đời , đã căn dặn người con kế nghiệp này : “ Nếu Bắc tiến được thì tốt nhất , bằng không giữ vững đất Thuận Quảng và mở mang bờ cõi về phía nam . Đất Thuận Quảng này phía bắc có núi Hoành Sơn , sông Linh Giang , phía Nam có núi Hải Vân và Bi Sơn , thật là đất của người anh hùng dụng võ .	false
Tên thật của chúa Sãi là gì ?	Hơn nữa , chúa Đàng Trong không đóng cửa trước một quốc gia nào , ngài để cho tự do và mở cửa cho tất cả người ngoại quốc , người Hà Lan cũng tới như những người khác , cùng với tàu chở rất nhiều hàng hoá của họ ” . Borri còn khẳng định : “ Phương châm của người Đàng Trong là không bao giờ tỏ ra sợ một nước nào trên thế giới . Thật là hoàn toàn trái ngược với vua Trung Hoa , ông này sợ tất cả , đóng cửa không cho người ngoại quốc vào và không cho phép buôn bán trong nước ông ” .	false
Tổng thống Hàn Quốc là ai	- Tổng thống Hàn Quốc Moon Jae-in sẽ tới Bình Nhưỡng vào tháng 9 tới để tiến hành hội nghị thượng đỉnh với nhà lãnh đạo Triều Tiên Kim Jong-un . Đây sẽ là chuyến thăm đầu tiên của một tổng thống Hàn Quốc tới Triều Tiên trong hơn 1 thập niên qua .	true
Tổng thống Hàn Quốc là ai	Tổng thống Hàn Quốc tới Triều Tiên , ôm chặt nhà lãnh đạo Kim Jong Un tại sân bay	false
Tổng thống Hàn Quốc là ai	Trong bức thư được chính nhà lãnh đạo Triều Tiên Kim Jong-un viết và được người em gái Kim Yo-jong trao cho Tổng thống Hàn Quốc Moon Jae-in có lời mời nhà lãnh đạo Hàn Quốc tới thăm ...	false
Tổng thống Hàn Quốc là ai	Moon Jae-in đắc cử tổng thống Hàn Quốc / Mỹ chúc mừng tổng thống đắc cử của Hàn Quốc	true
Tổng thống Hàn Quốc là ai	Ông Kim Jong-un nhận thư riêng của Tổng thống Hàn Quốc	false
Tổng thống Hàn Quốc là ai	Tổng thống Hàn Quốc Moon Jae-in : " Đêm qua là 1 đêm không ngủ "	true
Tổng thống Hàn Quốc là ai	Tù nhân Park Geun-hye phủ bóng bầu cử tổng thống Hàn Quốc	false
Tổng thống Hàn Quốc là ai	Nhà lãnh đạo Triều Tiên Kim Jong Un và phu nhân đã ra tận cầu thang máy bay để đón Tổng thống Hàn Quốc Moon Jae-in khi ông lần đầu đặt chân tới Bình Nhưỡng .	true
Tổng thống Hàn Quốc là ai	Trái ngược với quan điểm phổ biến ở Mỹ , ông Moon Chung In , cố vấn đặc biệt của Tổng thống Hàn Quốc Moon Jae In , dành nhiều mỹ từ cho nhà lãnh đạo Kim Jong Un đồng thời nhấn mạnh “ không ...	true
Tổng thống Hàn Quốc là ai	Điện đàm với Tổng thống Hàn Quốc , ông Trump khẳng định tiếp tục đối thoại với Triều Tiên	false
Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?	Cảm nhận nhân vật Lục Vân Tiên trong đoạn trích Lục Vân Tiên cứu Kiều Nguyệt Nga của Nguyễn Đình Chiểu	false
Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?	Nguyễn Đình Chiểu là một nhà văn , nhà thơ tiêu biểu của nền văn học Việt Nam , thơ văn của ông không có sự chau chuốt , cầu kì về câu từ mà lại rất mộc mạc , dân dã gắn liền với đời sống của con người Nam Bộ . Vì vậy trong nền văn học của Việt Nam , đại thi hào Nguyễn Du nổi tiếng với kiệt tác truyện Kiều , đây là tác phẩm được đông đảo độc giả trong nước , cũng như độc giả nước ngoài đón nhận bởi câu từ mượt mà , văn phong khoa học , giàu giá trị nội dung cũng như tư tưởng thì văn chương của cụ Đồ Chiểu đã thâm nhập vào đời sống , trở thành một phần đời sống của người dân Nam Bộ , người ta đọc Truyện Lục Vân Tiên phẩm của ông quen thuộc như những bài đồng dao dân gian . Truyện Lục Vân Tiên nổi tiếng bởi chính chất mộc mạc , gần gũi ấy , trích đoạn " Lục Vân Tiên cứu Kiều Nguyệt Nga " cũng đã thể hiện được phần nào đặc trưng thơ văn của tác phẩm này .	false
Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?	Trong tác phẩm Lục vân Tiên , tác giả Nguyễn Đình Chiểu đã dựng lên hình tượng một con người lí tưởng với những vẻ đẹp toàn diện , mà nổi bật lên trong những vẻ đẹp đó chính là tính chính nghĩa cao đẹp . Trong đoạn trích Lục Vân Tiên cứu Kiều Nguyệt Nga , tác giả Nguyễn Đình Chiểu đã tái hiện lại phẩm chất tốt đẹp đó qua hành động trừ bạo cho dân .	false
Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?	Xem thêm : Lục Vân Tiên cứu Kiều Nguyệt Nga - Nguyễn Đình Chiểu	false
Nguyễn Đình Chiểu ví Lục Vân Tiên trong cảnh cứu Kiều Nguyệt Nga với ai?	Các bài liên quan : - Lục Vân Tiên cứu Kiều Nguyệt Nga - Nguyễn Đình Chiểu	false
Ai là tổng thống Philippines	Tổng thống Philippines gọi ông Barack Obama , EU là " ngu ngốc "	false
Ai là tổng thống Philippines	Duterte thách quân đội đảo chính Rodrigo Duterte Philippines quân đội Philippines tổng thống Philippines đảo chính	false
Ai là tổng thống Philippines	Nhà Trắng ngày 29/4 cho biết , Tổng thống Mỹ Donald Trump đã mời Tổng thống Philippines Rodrigo Duterte tới thăm Mỹ .	true
Ai là tổng thống Philippines	Tổng thống Philippines : Ông Obama " có thể chết đi được rồi "	false
Ai là tổng thống Philippines	philippines , lực lượng an ninh , liên hiệp quốc , Ông Rodrigo Duterte 	false
Ai là tổng thống Philippines	Duterte , Tổng thống Philippines , bàn tay sắt , người dân nghèo Philippines	true
Ai là tổng thống Philippines	Tổng thống Philippines Rodrigo Duterte hôm 4-10 bảo người đồng cấp Mỹ ông Barack Obama “ có thể đi chết được rồi ” và nói rằng Mỹ đã từ chối bán vũ khí cho Manila nhưng ông không quan ...	true
Ai là tổng thống Philippines	Tổng thống Philippines Rodrigo Duterte ngày 3.2 dùng tính năng phát trực tiếp trên Facebook , thông qua tài khoản của người vợ Honeylet Avancena .	true
Ai là tổng thống Philippines	Từng chỉ trích ông Obama với những lời lẽ khá nặng nề nhưng Tổng thống Philippines Rodrigo Duterte lại rất quan tâm đến Tổng thống mới đắc cử của Mỹ - tỷ phú Donald Trump .	true
Ai là tổng thống Philippines	Tổng thống Philippines xin lỗi vì gọi ông Obama là “ tên khốn ”	false
Mẹ của Mỹ Tâm	Với những khán giả yêu mến Mỹ Tâm , chắc hẳn còn nhớ hình ảnh ba mẹ Mỹ Tâm luôn sát cánh , ủng hộ cô trong mọi việc , xuất hiện trong từng thành công của con gái . Hoạ mi tóc nâu từng nói cô chịu ảnh hưởng từ mẹ là tính chịu thương , chịu khó , chân thành .	false
Mẹ của Mỹ Tâm	Mỹ Tâm , Tóc Tiên lặng người với màn diễn hit của Wanbi Tuấn Anh	false
Mẹ của Mỹ Tâm	Đàm Vĩnh Hưng giật tay Mỹ Tâm , ngập tràn hạnh phúc khi cô nói " I love you so "	false
Mẹ của Mỹ Tâm	Nói về mẹ , Mỹ Tâm từng khoe rằng mẹ cô khi xưa là hoa khôi của huyện Thăng Bình , có một vẻ đẹp dịu dàng , “ đến khi lấy chồng , sinh con , mẹ là người tần tảo và chịu khó lại nấu ăn rất ngon nữa . Tâm luôn kính trọng và hướng về mẹ dù ở bất cứ phương nào ” – nữ ca sĩ từng tâm sự .	false
Mẹ của Mỹ Tâm	Mỹ Tâm khóc nức nở khi hát ' Tình mẹ ' trong chương trình Điều ước thứ 7 - Nhạc Việt - ZING.VN	false
Mẹ của Mỹ Tâm	Là khách mời của chương trình , Mỹ Tâm xúc động trước câu chuyện cảm động về tình mẫu tử của mẹ con Nghĩa . Cô hát tặng hai mẹ con ca khúc Tình mẹ .	false
Mẹ của Mỹ Tâm	Trong không gian im ắng của buổi sớm mai , từng lời ca nhẹ nhàng của bài hát Tình mẹ do Nhạc sĩ Nguyễn Nhất Huy sáng tác , được cất lên bởi giọng ca truyền cảm của ca sĩ Mỹ Tâm như nói thay nỗi lòng của con . Mẹ ơi ! Con nhớ Mẹ rất nhiều !	false
Mẹ của Mỹ Tâm	Những chia sẻ xúc động của Mỹ Tâm dành cho mẹ	false
Mẹ của Mỹ Tâm	Lời bài hát Tình mẹ – Mỹ Tâm do ai sáng tác ?	false
Mẹ của Mỹ Tâm	Khi bài hát kết thúc , Mỹ Tâm xin lỗi khán giả vì quá xúc động nên không thể hiện ca khúc trọn vẹn . " Trước đây , mỗi lần hát Tình mẹ tôi đều khóc , lần này tôi càng không thể kìm nén cảm xúc trước hoàn cảnh của mẹ con Nghĩa " , cô nói .	false
Ai là Thủ tướng Nhật Bản	- Thủ tướng Nhật Bản Shinzo Abe đã ăn tối cùng Ivanka Trump , con gái và cũng là cố vấn của Tổng thống Mỹ Donald Trump , tại thủ đô Tokyo trước chuyến thăm của nhà lãnh đạo Mỹ vào ngày mai .	true
Ai là Thủ tướng Nhật Bản	Vào tháng 11 tới đây , Tổng thống Mỹ Donald Trump sẽ có chuyến công du châu Á đầu tiên kể từ khi nhậm chức . Tuy lịch trình dày đặc , nhưng người đứng đầu Nhà Trắng sẽ có buổi chơi golf với Thủ tướng Nhật Bản Shinzo Abe .	true
Bộ trưởng bộ ngoại giao Việt Nam là ai	Thứ trưởng Bộ Ngoại giao Phạm Bình Minh tuyên thệ nhậm chức Bộ trưởng Bộ Ngoại giao trước Quốc hội Việt Nam ngày 03 tháng 08 năm 2011 .	true
Bộ trưởng bộ ngoại giao Việt Nam là ai	Chiều 16/1 , Thứ trưởng Bộ Ngoại giao Lê Hoài Trung đã trao các quyết định của Bộ trưởng Bộ Ngoại giao điều động cán bộ lãnh đạo , quản lý .	true
Bộ trưởng bộ ngoại giao Việt Nam là ai	Ngày 6/3 , tại Trụ sở Bộ Ngoại giao , Uỷ viên Trung ương Đảng , Thứ trưởng Bộ Ngoại giao Lê Hoài Trung đã trao các quyết định của Bộ trưởng Bộ Ngoại giao về công tác cán bộ .	true
Bộ trưởng bộ ngoại giao Việt Nam là ai	Sáng ngày 25-2 , Bộ trưởng Bộ TT-TT Nguyễn Mạnh Hùng , Chủ tịch UBND TP Hà Nội Nguyễn Đức Chung , Thứ trưởng Bộ Ngoại giao Lê Hoài Trung sáng 25-2 đã chủ trì cuộc họp báo tại Trung tâm ...	true
Bộ trưởng bộ ngoại giao Việt Nam là ai	Vụ Thông tin Báo chí - Bộ Ngoại giao . “ Tiểu sử Thứ trưởng thường trực Bộ Ngoại giao Phạm Bình Minh ” . Trang Website Bộ Ngoại giao Việt Nam .	true
Con gái của Thanos	Thanos hành hạ cả 2 cô con gái nuôi là Nebula và Gamora .	true
Con gái của Thanos	Lộ phần sau " Cuộc chiến vô cực " : Con gái Thanos thành ác nhân , Người Kiến và Chiến Binh Ong giải cứu thế giới ?	false
Con gái của Thanos	Con gái nuôi của Thanos có bỏ mạng sau ‘ Avengers : Infinity War ’ ?	false
Con gái của Thanos	Điều đó có nghĩa là Thanos thực sự yêu thương Gamora . Thậm chí việc hắn làm tổn thương cô cũng vì tình yêu đó . Dù yêu Gamora như con gái , hắn vẫn hành hạ cô và cuối cùng sát hại cô .	false
Con gái của Thanos	Ép buộc Gamora tới vùng đất chứa hòn đá linh hồn , Thanos quyết định đánh đổi đứa con gái nuôi yêu thương nhất để có được sức mạnh mà mình mong muốn . Mất Gamora , ở trận chiến cuối cùng tại Wakanda , Thanos lại thân thiết gọi Scarlet Witch ( Wanda Maximoff ) là con gái . Rốt cuộc , người cha nuôi vĩ đại này có bao nhiêu người con ?	true
Con gái của Thanos	Khi hắn tái sinh , bọn Mad Titan đã đến đòi tàu . Nebula cố gắng chứng minh mối quan hệ với Thanos bằng cách giải thích mình là cháu gái của hắn , một điều chưa bao giờ được chứng thực trong truyện , nhưng Thanos không tin cô . ( Các bộ phim đều xây dựng cô là con gái nuôi của Thanos ) .	false
Con gái của Thanos	Xem Avengers : Infinity War , khán giả biết rằng Gamora là con gái nuôi , người được Thanos cứu sống sau khi thực hiện cuộc cải cách giết chết 1 nửa dân số tại hành tinh nơi cô sinh ra . Tuy nhiên , sau khi biết rõ sự thật , Gamora quyết định phản bội người cha tàn nhẫn này và tìm cách thoát khỏi ông ta .	true
Con gái của Thanos	Để giành được nó , Thanos buộc phải đánh đổi một cá nhân mà gã yêu thương nhất . Điều đó dẫn tới hành động quăng cô con gái nuôi Gamora ( Zoe Saldana ) xuống vực ở giữa phim của y .	true
Con gái của Thanos	Russo đồng thời khẳng định : “ Gamora thực tế vẫn còn sống bên trong viên đá . Thanos không phải là nhân vật phản diện một chiều . Quá trình thu thập đá Vô cực của hắn chứa đựng nhiều nỗi đau , như khoảnh khắc với cô con gái nuôi ở Vormir .	false
Con gái của Thanos	Giới chuyên môn dự báo rất có thể ở phần kế tiếp “ Avengers : Cuộc chiến Vô cực ” , Thanos sẽ không còn là vai phản diện chính . Kẻ ác mới rất có thể là con gái nuôi Nebula .	true
Con trưởng của Lý Công Uẩn là ai	Lý Công Uẩn lên ngôi hoàng đế tháng 11 , ngày Quý Sửu , năm Kỷ Dậu ( tức 21 tháng 11 năm 1009 ) , đặt niên hiệu là Thuận Thiên ( nghĩa là “ theo ý trời ” ) . Ông phong cha là Hiển Khánh Vương , mẹ là Minh Đức Thái hậu , chú là Vũ Đạo Vương , anh ruột là Vũ Uy Vương , em ruột là Dực Thánh Vương . Ông lập sáu vương hậu , con trưởng ông là Lý Phật Mã được phong Khai Thiên Vương , lập làm Thái tử .	true
Con trưởng của Lý Công Uẩn là ai	Sau khi chép việc Lập Giáo được phong Hậu , sử xưa còn cho biết : lập con trưởng là Phật Mã làm Thái Tử . Ở phần biên niên về đời hoàng đế Lý Thái Tông ( tức Thái Tử Phật Mã sau khi lên ngôi ) , cũng sách trên chép rằng : mẹ của Thái Tông là người họ Lê . Kết nối ba dữ kiện trên , có thể khẳng định , Lập Giáo hoàng hmang họ Lê , là vợ cả của Lý Thái Tổ và là thân mẫu của Lý Thái Tông .	false
Con trưởng của Lý Công Uẩn là ai	Bà tên Lê Phất Ngân , là công chúa của Lê Đại Hành . Đến tuổi trưởng thành , bà được phụ hoàng gả cho Lý Công Uẩn . Đến ngày 26 tháng 6 năm Canh Tí ( 1000 ) , bà đã hạ sinh cho Lý Công Uẩn một người con trai , đặt tên là Lý Phật Mã .	true
Con trưởng của Lý Công Uẩn là ai	Cảnh Đức nguyên niên , thổ nhân là Lê Uy giết Liễn tự lập ; năm thứ ba Uy chết , An Nam đại loạn , lâu không có ai là tù trưởng . Quốc nhân sau đó cùng lập người đất Mân là Lí Công Uẩn làm chúa . Năm thứ bảy niên hiệu Thiên Thánh , Công Uẩn chết , con là Đức Chính lên thay .	true
Con trưởng của Lý Công Uẩn là ai	Ông từng làm cố vấn cho Lê Hoàn và có ảnh hưởng lớn với nhà Tiền Lê . Với Lý Công Uẩn , ông đối xử thật sự thân tình , nuôi nấng , chăm chút với tình thương yêu như một người cha đối với đứa con của mình . Ông đã theo sát , dạy dỗ nhà vua từ lúc ấu thơ cho đến khi trưởng thành .	false
Bộ phim Jurassic Park do ai làm đạo diễn?	Khi ra mắt lần đầu vào năm 1993 , bộ phim Jurassic Park ( Công viên kỷ Jura ) của đạo diễn kỳ tài Steven Spielberg đã trở thành một trong những bom tấn kinh điển về công nghệ CGI ( công nghệ mô phỏng hình ảnh ) cũng như thổi bay mọi phòng vé thời bấy giờ . Tiếp theo là các phần phim The Lost World : Jurassic Park ( 1997 ) và Jurassic Park III ( 2001 ) .	true
Bộ phim Jurassic Park do ai làm đạo diễn?	Nam tài tử Jim Carrey đã khẳng định được thương hiệu và tài năng của mình khi tham gia vào một số dự án đình đám như : Ace Ventura : Pet Detective , The Mask , và Dumb and Dumber vào năm 1994 . Trước đó một năm , anh còn có cơ hội tham gia vào một vai diễn lớn đó là Tiến sĩ Ian Malcolm trong bộ phim Jurassic Park . Thực hư chuyện này chỉ được tiết lộ khi đạo diễn phân vai của Jurassic Park chia sẻ với tờ Entertainment Weekly và đã đánh giá rất cao giọng của Carrey khi thu âm , nhưng với kịch bản của phim thì diễn viên Jeff Goldblum có lẽ sẽ phù hợp hơn .	false
Bộ phim Jurassic Park do ai làm đạo diễn?	Năm 1993 , đạo diễn Steven Spielberg đã đưa khán giả thế giới đến hòn đảo Isla Nublar - nơi các nhà khoa học gây dựng lại giống loài khủng long bị tuyệt chủng , trong bộ phim Jurassic Park .	false
Bộ phim Jurassic Park do ai làm đạo diễn?	Đối với những ai từng trải qua thời tuổi thơ với loạt phim Jurassic Park , việc trông thấy loài khủng long trên màn ảnh rộng luôn là trải nghiệm khó có thể bỏ qua . So với tập phim cách đây ba năm , Jurassic World : The Fallen Kingdom mang đến sự thay đổi lớn lao khi ngồi trên ghế đạo diễn nay là J.A . Bayona chứ không phải Colin Trevorrow .	false
Bộ phim Jurassic Park do ai làm đạo diễn?	Công viên kỷ Jura III hoặc Công viên khủng long III ( tựa gốc tiếng Anh : Jurassic Park III ) là một bộ phim kinh dị - viễn tưởng - phiêu lưu Mỹ do Joe Johnston làm đạo diễn . Phim phát hành năm 2001 , là phần tiếp theo của hai bộ phim Công viên kỷ Jura ( 1993 ) và Thế giới bị mất : Công viên kỷ Jura ( 1997 ) .	false
Ai là chồng của Hillary Clinton	[ 59 ] Trong cuốn Living History , Hillary Clinton giải thích rằng chính tình yêu đã khiến bà duy trì cuộc sống chung với chồng . " Không ai hiểu tôi hơn Bill , cũng không ai có thể làm tôi cười như cách Bill vẫn làm . Ngay cả sau những năm khó khăn ấy , Bill vẫn là người sinh động , đầy sinh lực và thú vị nhất mà tôi từng gặp .	false
Ai là chồng của Hillary Clinton	Đó là Hillary mà tôi ngưỡng mộ ” rồi khẳng định , “ không ai – kể cả tôi , Bill [ Clinton ] , hay bất cứ ai khác - xứng đáng hơn Hillary Clinton cho chức vụ Tổng thống Hiệp Chủng Quốc Hoa Kỳ ” [ 197 ]	false
Ai là chồng của Hillary Clinton	Hillary Clinton chia sẻ về cuộc hôn nhân phức tạp với cựu tổng thống Bill Clinton trong cuốn hồi ký mới , bao gồm bê bối ngoại tình chấn động của chồng bà .	true
Ai là chồng của Hillary Clinton	Trong chiến dịch tranh cử năm 2016 , ông Trump đã lôi vụ ngoại tình của chồng bà Hillary Clinton , ứng viên tổng thống của đảng Dân chủ . Ông Trump thậm chí đã mời những phụ nữ từng cáo buộc cựu tổng thống Clinton về hành vi quấy rối tình dục tới cuộc tranh luận tháng 10 năm ngoái .	false
Ai là chồng của Hillary Clinton	Bà Hillary Clinton , tên đầy đủ là Hillary Rodham Clinton , sinh ngày 26/10/1947 tại Chicago , bang Illinois . Từ 1993 – 2001 , bà Clinton là đệ nhất phu nhân khi chồng bà , ông Bill Clinton , lên làm Tổng thống thứ 42 của Hoa Kỳ .	true
Ai là chồng của Hillary Clinton	Tuy nhiên , trong sâu thẳm , bà Hillary luôn dành cho chồng những tình cảm sâu đậm như bà từng chia sẻ : “ Không ai hiểu tôi như vậy và không ai có thể làm tôi cười như cách Bill đã làm .	false
Ai là chồng của Hillary Clinton	Những điều này đem đến cho Đệ Nhất Phu nhân một cảm giác lẫn lộn giữa sự đồng cảm và sự khinh miệt . Trong khi nhiều phụ nữ tỏ ra thông cảm với bà như là nạn nhân của cách cư xử vô cảm của ông chồng , những người khác xem bà như là tác nhân gây ra thái độ vô trách nhiệm của chồng do bà không hề quan tâm đến việc tìm kiếm sự ly dị , và cho rằng có thể bà đang sử dụng những điều này nhằm làm gia tăng ảnh hưởng chính trị của chính mình . [ 59 ] Trong cuốn Living History , Hillary Clinton giải thích rằng chính tình yêu đã khiến bà duy trì cuộc sống chung với chồng .	false
Ai là chồng của Hillary Clinton	Hôn nhân / Kết hôn /	false
Ai là chồng của Hillary Clinton	Cô Ivanka Trump đi vào " vết xe đổ " của bà Hillary Clinton ?	false
Ai là chồng của Hillary Clinton	Được biết đến là con gái duy nhất của " cặp đôi quyền lực " Bill và Hillary Clinton , nhưng Chelsea Clinton không hề bị lu mờ trước ánh hào quang của bố mẹ .	false
